实例,算法,迭代次数,解,适应度值,开始时间,最快时间,结束时间,运行时间,最快最佳结果时间,备注
Du62,模拟退火算法,5513,"[array([ 9, 41, 12, 58, 36, 45, 57, 14]), array([43, 19,  1, 22, 23, 20, 35, 60, 42, 26, 53]), array([47, 29, 44, 11, 27, 30]), array([33, 46,  4, 38, 24, 51]), array([18, 59, 32, 28, 21, 31]), array([16, 39, 55, 56,  3, 61, 62, 52, 37, 48]), array([ 5, 40, 13,  6, 54, 10,  7,  2, 49]), array([15, 25, 34,  8, 17, 50])]",4501323.250563519,2025-03-28 14:46:17.431555,2025-03-28 14:46:22.906303,2025-03-28 14:46:23.145681,5.714126,5.474748,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([14, 40, 29, 34,  9, 30]), array([35, 22, 56, 50, 60, 26, 39, 25,  3, 28,  8]), array([ 5, 44,  7, 42, 21, 33, 47, 18, 16]), array([49, 59,  4, 46, 12, 61, 41, 23]), array([13, 31, 20, 54, 52, 27, 24, 48]), array([19, 57, 11,  1, 32, 53]), array([36, 17, 38, 51, 10,  6,  2, 37]), array([45, 62, 58, 43, 55, 15])]",4500546.09334285,2025-03-28 14:46:23.149642,2025-03-28 14:46:25.728552,2025-03-28 14:46:28.817891,5.668249,2.57891,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([37, 26, 34, 62, 50, 46, 57, 41]), array([60, 40, 14, 61,  7, 52, 31, 18]), array([58, 38,  3, 16, 30, 33]), array([49, 32, 12, 25, 36, 54]), array([ 9, 59, 43, 48, 11,  1, 19]), array([44, 35, 27, 29, 20, 13]), array([ 8, 56, 23, 21, 24, 47]), array([22, 28, 51, 39, 53, 55, 17,  4,  5]), array([42, 15,  2,  6, 45, 10])]",4431124.937059793,2025-03-28 14:46:28.821902,2025-03-28 14:46:29.442845,2025-03-28 14:46:34.593240,5.771338,0.620943,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([37,  9, 34, 40, 55, 43]), array([14, 50, 57, 18, 54, 17]), array([28, 47, 21, 22, 16, 59, 11, 53]), array([39, 44, 30, 62,  4, 60, 48]), array([41,  2, 20, 29, 25]), array([ 6, 58, 56, 51,  3, 31, 32, 45, 49]), array([42, 61, 35, 27,  7, 36,  1]), array([33, 24,  8,  5, 52, 46, 10]), array([15, 12, 13, 23, 38, 19, 26])]",4515366.094545303,2025-03-28 14:46:34.597462,2025-03-28 14:46:35.832138,2025-03-28 14:46:40.357045,5.759583,1.234676,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([49,  3, 54, 27, 22, 10]), array([28, 19, 39, 32,  4, 12, 14]), array([20, 17, 56, 33, 37, 40]), array([45, 44, 29, 31, 59]), array([ 1, 16, 26, 38, 34]), array([51, 18, 57, 43, 21,  2, 11, 23, 25]), array([ 6, 42, 60, 55, 62, 61, 24]), array([50, 35, 15,  9,  5]), array([13, 36, 47, 52, 48, 58]), array([30,  7,  8, 53, 46, 41])]",4515974.432529312,2025-03-28 14:46:40.361011,2025-03-28 14:46:44.810093,2025-03-28 14:46:46.033839,5.672828,4.449082,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([38, 37, 23, 32, 14, 50, 19, 39]), array([51, 25,  3, 40,  6]), array([42, 46, 16,  2, 34, 29, 15]), array([41, 20, 44, 47, 12, 43, 31]), array([ 1,  8, 56, 28, 22, 53, 36]), array([62, 58, 59, 57,  9,  5,  4]), array([17, 24, 30, 52,  7, 61, 33]), array([11, 26, 27, 21, 55, 18]), array([49, 54, 48, 45, 10, 60, 35, 13])]",4453153.914004355,2025-03-28 14:46:46.037873,2025-03-28 14:46:48.513053,2025-03-28 14:46:51.772523,5.73465,2.47518,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([57, 46,  7, 51, 53, 33, 36,  6]), array([44,  1, 15, 58,  2, 14, 54]), array([ 3, 13, 11, 34, 62, 35]), array([20, 38, 42, 30, 10, 50]), array([12, 31, 59, 28, 48]), array([52, 29, 21, 47, 24]), array([17, 22,  4, 32, 16, 27,  8, 45, 39]), array([ 9, 49, 43, 18, 26, 19, 25, 60,  5]), array([61, 40, 55, 37, 56, 23, 41])]",4511940.191328588,2025-03-28 14:46:51.776404,2025-03-28 14:46:53.115714,2025-03-28 14:46:57.482541,5.706137,1.33931,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([60,  1,  5, 36, 24, 58,  9,  6,  2,  7]), array([14, 37, 27, 13, 15]), array([40, 48, 26, 32, 57, 29, 19, 12, 28]), array([16, 43,  3, 56, 30,  8]), array([54, 20, 51, 22, 34, 61, 44, 31, 45, 55,  4]), array([47, 21, 50, 49, 18, 52, 17]), array([42, 25, 59, 39, 23, 38, 41, 62]), array([10, 53, 11, 33, 35, 46])]",4499259.461039489,2025-03-28 14:46:57.486428,2025-03-28 14:46:57.967566,2025-03-28 14:47:03.163147,5.676719,0.481138,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([14, 17, 16, 53,  6]), array([62, 43, 25, 29, 24]), array([13, 22, 38, 44, 42, 12, 15, 55, 21,  5]), array([41, 30, 11, 61,  2, 10,  3]), array([19, 37, 56, 31, 54, 59]), array([23,  8, 57, 50, 34, 28,  1]), array([27, 45, 46, 32, 36, 58, 48, 26]), array([ 4, 18, 52,  7, 35, 39]), array([33, 20, 60, 40, 49, 47, 51,  9])]",4479206.126731636,2025-03-28 14:47:03.167174,2025-03-28 14:47:06.278146,2025-03-28 14:47:08.696925,5.529751,3.110972,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([54, 33, 58, 28, 53,  2,  6]), array([ 1, 47,  9, 38, 26, 60]), array([27,  7, 34, 10, 56]), array([41, 51, 35, 61, 29, 48, 43, 19, 21]), array([15, 30, 52,  4, 57,  3, 40,  5, 23]), array([31, 13, 18, 16, 49,  8, 62]), array([44, 36, 59, 50, 24, 32, 42]), array([39, 12, 20, 25, 22, 55]), array([11, 46, 14, 37, 17, 45])]",4481379.021314979,2025-03-28 14:47:08.700916,2025-03-28 14:47:11.712374,2025-03-28 14:47:14.431380,5.730464,3.011458,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([ 4, 41, 62, 12, 22, 52, 34, 40, 18]), array([31, 61, 24, 21, 35, 26, 55]), array([25, 44, 53, 48, 60, 43, 27, 47,  1,  7]), array([45, 59, 50, 36, 16, 30, 29, 23]), array([ 9, 58,  3, 57, 33, 49]), array([10, 56, 19,  6, 28, 32, 38, 13, 42]), array([17,  8, 14,  5, 46, 11, 54]), array([15, 51, 20, 39,  2, 37])]",4477879.084387437,2025-03-28 14:47:14.435439,2025-03-28 14:47:19.026720,2025-03-28 14:47:20.108149,5.67271,4.591281,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([47, 49, 31, 11, 27]), array([26, 28, 21, 41, 18, 12, 46]), array([14, 61, 39,  3,  1, 54, 30]), array([53,  5, 38, 50, 29,  4, 17]), array([51,  7, 13, 52, 59,  9, 16, 24]), array([15, 56, 20, 40, 62, 35, 45]), array([ 8, 48,  2, 36, 25, 23, 60]), array([33, 42, 43, 32, 44, 55, 19, 58]), array([ 6, 37, 10, 57, 34, 22])]",4537403.3355730185,2025-03-28 14:47:20.112068,2025-03-28 14:47:23.581649,2025-03-28 14:47:25.907821,5.795753,3.469581,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([14,  3, 53, 18, 42, 55, 48,  6]), array([17,  1, 12, 23, 24, 31]), array([49, 59, 13, 40, 54, 46]), array([36, 51,  5, 41, 47, 58, 28]), array([35, 20, 52, 29, 32,  4]), array([ 7, 11, 21, 50, 10,  2, 22]), array([56, 61, 25, 38, 43, 30, 39, 16, 27]), array([ 9, 33, 19,  8, 62, 26]), array([60, 57, 37, 34, 44, 15, 45])]",4470812.668682693,2025-03-28 14:47:25.911982,2025-03-28 14:47:26.176705,2025-03-28 14:47:31.585107,5.673125,0.264723,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([33, 15, 23,  5, 34, 53, 54,  4]), array([ 7, 50, 26, 51, 44, 20]), array([12,  6, 28, 27, 45, 46, 56, 37,  1, 18, 59, 21]), array([32, 55, 61, 29, 39, 49]), array([62, 40, 31, 41, 60, 47, 13, 24, 25, 42]), array([57,  8, 16, 38,  2, 30, 43]), array([10, 22, 36,  3, 19, 35]), array([ 9, 17, 11, 52, 48, 14, 58])]",4499825.027438872,2025-03-28 14:47:31.589240,2025-03-28 14:47:33.971775,2025-03-28 14:47:37.329300,5.74006,2.382535,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([25, 56, 54, 51, 13, 33]), array([22, 61, 46, 26, 14]), array([12, 27, 53, 49,  9,  4]), array([42,  7, 16, 50,  6]), array([20, 40,  5, 30, 58, 35, 52, 39, 47, 36, 21, 31]), array([23,  3,  2, 44, 24, 18]), array([62, 11, 28, 43, 59,  8, 32, 15]), array([10, 45, 60, 38, 17, 48]), array([ 1, 41, 37, 29, 57, 55, 19, 34])]",4525219.29035729,2025-03-28 14:47:37.333596,2025-03-28 14:47:40.509757,2025-03-28 14:47:42.985350,5.651754,3.176161,包含修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([6]), array([28, 53, 27, 52, 40]), array([ 4, 51,  3,  1]), array([29]), array([46]), array([39,  7]), array([55, 49, 15, 38, 11, 22]), array([61, 42, 59, 47, 33, 56]), array([14, 21, 13, 35, 23]), array([20, 41, 16, 36, 62]), array([25, 54, 48, 17]), array([43, 10, 30,  8, 32, 31, 45, 24]), array([44]), array([50]), array([ 9, 37,  5, 18]), array([60, 34]), array([ 2, 26]), array([57]), array([12]), array([19, 58])]",26795031842.77782,2025-03-28 14:52:06.219747,2025-03-28 14:52:07.350740,2025-03-28 14:52:14.991557,8.77181,1.130993,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([19]), array([49]), array([52]), array([15, 47, 28,  5, 51, 56, 45]), array([39]), array([38]), array([ 7, 59]), array([55, 31, 10, 23]), array([48, 46]), array([32]), array([40]), array([ 1, 13, 26, 27]), array([53]), array([ 3, 20,  4, 18,  6, 14, 41,  8,  2, 54, 11]), array([37]), array([34]), array([42, 62, 36, 50,  9, 24, 43, 16]), array([57, 61, 60, 25, 33, 17, 21, 29]), array([22, 35, 12, 58]), array([44]), array([30])]",32089080997.185116,2025-03-28 14:52:14.997046,2025-03-28 14:52:23.863207,2025-03-28 14:52:24.176056,9.17901,8.866161,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([13, 10]), array([22, 27]), array([51]), array([62]), array([46, 41, 58, 52, 30, 38, 25,  2, 42, 14]), array([53,  6]), array([15, 55, 26, 11]), array([28, 23]), array([ 7,  1, 39, 43, 29]), array([50, 17, 59]), array([ 3, 56,  5, 20, 19, 45, 34]), array([33]), array([21]), array([49, 40, 44, 12, 24, 35, 37, 61, 32]), array([16,  8, 54,  9, 47,  4, 57, 48]), array([60]), array([31, 36]), array([18])]",31974000197.741096,2025-03-28 14:52:24.180537,2025-03-28 14:52:28.587322,2025-03-28 14:52:33.243451,9.062914,4.406785,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([57, 48, 19, 46, 15, 42, 61, 50, 31]), array([40]), array([59, 11,  4]), array([34]), array([18]), array([54,  8,  6, 23]), array([33, 16, 56,  1, 58, 39, 52, 24, 21, 30, 47, 17, 43]), array([37]), array([38, 27, 55, 28,  2, 32]), array([36]), array([53]), array([14, 60, 45, 22, 25, 12, 10,  5]), array([29, 51, 13, 49, 35]), array([41]), array([44,  3, 62,  9, 26]), array([20]), array([7])]",9827768018.489315,2025-03-28 14:52:33.247834,2025-03-28 14:52:38.981540,2025-03-28 14:52:42.176714,8.92888,5.733706,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([14,  7, 31,  2, 59]), array([19]), array([29]), array([24]), array([11]), array([62, 58]), array([ 3,  5, 35, 57, 61, 13]), array([10, 23,  6, 36]), array([27]), array([26, 55, 12, 17, 25, 39, 52, 51, 16]), array([28, 53, 56, 49, 34, 50]), array([54,  1, 20, 47, 21]), array([33, 37, 15]), array([60, 18]), array([ 8, 22, 45, 38, 42, 43]), array([9, 4]), array([32]), array([40, 44, 41, 30, 46]), array([48])]",18689381255.158016,2025-03-28 14:52:42.180816,2025-03-28 14:52:45.176089,2025-03-28 14:52:51.533758,9.352942,2.995273,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([13,  7, 38]), array([12, 37]), array([6]), array([44]), array([16, 33, 48, 50, 17, 41]), array([8]), array([58]), array([49]), array([53, 40, 43, 14, 57, 55, 29]), array([ 5, 25]), array([52, 19]), array([26, 15, 60, 36, 62, 30]), array([47, 20, 54, 22,  1, 27,  2, 23, 18, 11,  4, 56]), array([ 3, 31]), array([42, 61, 39, 28,  9]), array([46]), array([35]), array([59, 51, 24, 32, 45, 10]), array([34]), array([21])]",31451778203.031128,2025-03-28 14:52:51.538156,2025-03-28 14:52:58.493235,2025-03-28 14:53:00.887894,9.349738,6.955079,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([19]), array([45]), array([26]), array([47, 11]), array([22,  4, 44, 31]), array([ 1, 33, 23,  3,  5, 62]), array([28]), array([43, 55, 34, 61, 18, 13, 20,  2]), array([59]), array([ 8, 58, 30]), array([10]), array([ 9, 27,  7, 35, 29, 49, 14, 53]), array([25, 32, 16, 46, 56, 52, 39, 54]), array([24]), array([ 6, 15, 48, 60]), array([17]), array([41, 57, 38, 36, 37, 21, 42, 51, 12, 50]), array([40])]",22542404035.469982,2025-03-28 14:53:00.892122,2025-03-28 14:53:04.153890,2025-03-28 14:53:10.159553,9.267431,3.261768,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([12, 45,  1, 19, 13, 26, 46, 59, 50,  7]), array([4]), array([56]), array([16, 29, 41, 44, 43, 15, 58,  3]), array([62, 47,  5, 20, 23]), array([10, 14]), array([32, 28, 60, 17, 31,  2, 21, 54, 40]), array([35]), array([34]), array([27, 49, 30, 61, 53]), array([11, 36, 24, 33]), array([55, 42]), array([18]), array([6]), array([39]), array([57]), array([22, 25]), array([51]), array([48, 37,  9, 52]), array([38]), array([8])]",26861495814.35644,2025-03-28 14:53:10.163810,2025-03-28 14:53:17.995757,2025-03-28 14:53:19.477445,9.313635,7.831947,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([4]), array([36]), array([54]), array([13, 60,  7]), array([17, 28, 58,  8, 52, 18, 51, 30,  6]), array([19, 27]), array([12]), array([29, 35, 16, 40, 46, 57, 11, 31, 61]), array([53, 20, 24, 49, 56, 44]), array([22, 21, 25,  2,  9, 43,  5]), array([14]), array([48, 33, 41]), array([45, 26, 62, 32, 38, 59, 47,  3, 39, 50, 34]), array([ 1, 55, 10, 15]), array([37]), array([23]), array([42])]",11832729091.748447,2025-03-28 14:53:19.481715,2025-03-28 14:53:28.372212,2025-03-28 14:53:28.499369,9.017654,8.890497,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([ 5, 47, 50, 42, 20]), array([ 7, 60, 26]), array([ 9, 44, 10, 25, 55, 49,  1, 46]), array([4]), array([17]), array([14]), array([15, 52, 27, 62,  2, 58,  8, 39]), array([40, 41, 37]), array([32, 28, 48, 11, 30, 61, 12]), array([54]), array([13]), array([53, 18, 45, 23, 35]), array([31]), array([6]), array([ 3, 33, 59, 24, 51]), array([36, 38, 22, 19, 29, 16, 56, 34, 43]), array([57, 21])]",10282086166.142008,2025-03-28 14:53:28.503745,2025-03-28 14:53:37.021035,2025-03-28 14:53:37.415986,8.912241,8.51729,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([61]), array([36]), array([50]), array([9]), array([55, 12, 22, 57, 34,  6]), array([ 7, 25, 16,  3, 31, 49, 54]), array([14]), array([17, 32]), array([1]), array([38, 11, 48, 52, 35, 30]), array([ 4, 23]), array([13]), array([28, 15, 46, 26]), array([20]), array([43, 53, 44, 18, 10, 62, 42]), array([21]), array([29]), array([19]), array([ 2, 39, 24, 37, 60, 33, 47, 58, 59, 40]), array([5]), array([45, 51, 41, 27,  8, 56])]",22219890957.755733,2025-03-28 14:53:37.420151,2025-03-28 14:53:45.342058,2025-03-28 14:53:46.341196,8.921045,7.921907,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([27, 45, 16, 21,  2, 30, 39, 54, 36]), array([ 1, 28, 14]), array([29, 50]), array([8]), array([20]), array([12, 37, 56, 60, 11, 22]), array([55, 48, 31, 15,  7]), array([57, 62]), array([41]), array([47]), array([43, 23, 44,  3]), array([51]), array([26, 53, 38, 24,  5]), array([61, 18, 13, 35, 40]), array([10]), array([58, 32, 34,  4, 52, 49]), array([25, 17, 33, 59,  6]), array([ 9, 19, 42, 46])]",18731996425.655117,2025-03-28 14:53:46.345534,2025-03-28 14:53:47.216974,2025-03-28 14:53:55.747522,9.401988,0.87144,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([ 1, 49, 47, 62, 58]), array([60]), array([57, 34, 18]), array([32]), array([53]), array([29, 38]), array([56, 15, 41]), array([ 8, 39, 61, 31, 16,  3]), array([42, 20, 14,  2, 19,  7, 21, 46, 33]), array([59, 52, 27, 54,  4]), array([30]), array([23,  5, 40, 35, 55, 25, 36, 22, 11, 48]), array([50, 45, 28, 12, 26, 24]), array([17,  6, 37, 43, 44]), array([51]), array([10,  9]), array([13])]",15884420100.212624,2025-03-28 14:53:55.751917,2025-03-28 14:53:57.702684,2025-03-28 14:54:04.933040,9.181123,1.950767,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([53, 36, 50, 15]), array([4]), array([33, 10, 56,  5, 61]), array([17]), array([60, 52, 27, 25, 48, 57, 47, 35, 31, 28]), array([ 6, 30, 42, 12, 62,  8,  9, 59, 51]), array([18]), array([14]), array([54, 16,  2]), array([45,  7, 37, 26]), array([46, 32, 19, 39, 41, 43]), array([58]), array([ 1, 38, 29]), array([11]), array([13, 44, 49, 21, 34, 55]), array([20]), array([23, 22, 40, 24,  3])]",12644521576.937628,2025-03-28 14:54:04.937405,2025-03-28 14:54:11.883416,2025-03-28 14:54:13.944163,9.006758,6.946011,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([6, 9]), array([38]), array([25]), array([58]), array([55, 49, 14]), array([60]), array([21]), array([4]), array([37, 46, 12, 42, 11, 52, 57, 28, 40, 50, 51, 18, 27]), array([13,  5, 23, 56, 15]), array([29, 43, 54, 61, 48, 32,  1,  2]), array([ 7, 10, 16]), array([33,  3, 20, 17, 30, 34, 36,  8, 19]), array([62]), array([35, 53, 47]), array([39]), array([24]), array([22, 45, 59, 44, 41, 26, 31])]",35398692438.6128,2025-03-28 14:54:13.948291,2025-03-28 14:54:15.456614,2025-03-28 14:54:23.290937,9.342646,1.508323,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([ 3, 20,  4,  7, 18, 49, 17]), array([39]), array([46]), array([37, 40]), array([60, 47, 61, 41, 57, 53]), array([22,  5]), array([36, 27, 50, 44, 11, 52]), array([28]), array([58, 16, 42, 38, 54,  9, 24, 34, 21]), array([45, 29]), array([ 1, 51, 13, 15, 12]), array([33, 35]), array([32,  8, 55, 10]), array([19]), array([14,  2, 25, 26, 43, 31, 30, 56]), array([59,  6, 23, 62, 48])]",10275620940.73784,2025-03-28 14:54:23.295245,2025-03-28 14:54:30.333656,2025-03-28 14:54:32.984129,9.688884,7.038411,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([20,  1, 52, 15]), array([24, 21, 57, 12]), array([59, 29,  7, 55, 61, 14, 28]), array([4]), array([42]), array([51]), array([43]), array([26]), array([45, 50]), array([3]), array([25, 39,  9, 23,  2, 46]), array([58, 54, 10, 30, 56, 41, 18, 16]), array([22,  6, 36, 47, 31]), array([48]), array([34, 27, 32, 40, 19, 11, 44, 60, 49]), array([33, 62,  5]), array([17, 37, 38, 13, 35]), array([53,  8])]",22300344335.45006,2025-03-28 14:54:32.988522,2025-03-28 14:54:36.697009,2025-03-28 14:54:42.464215,9.475693,3.708487,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([38]), array([25,  9, 41, 51, 12, 10, 45, 57]), array([13]), array([43]), array([36, 54, 48, 23, 21, 59, 61, 55]), array([16]), array([34]), array([58, 31, 14, 35]), array([37, 22, 42, 40, 46]), array([26, 19, 49,  8, 20]), array([32,  1]), array([15, 62, 53,  6, 17,  5]), array([56, 39, 29,  3,  2, 18, 30]), array([50]), array([4]), array([60]), array([47]), array([7]), array([52, 33, 28, 44, 27, 11, 24])]",9978659217.737427,2025-03-28 14:54:42.468485,2025-03-28 14:54:43.590569,2025-03-28 14:54:51.647292,9.178807,1.122084,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([22, 13]), array([3]), array([26]), array([11,  6]), array([15, 24, 33, 48]), array([ 8, 34, 50, 58, 46,  5, 49, 51, 41, 40]), array([17]), array([60,  9, 53, 10, 32, 61, 44, 21]), array([29]), array([56, 57, 55]), array([12, 19, 35, 36, 18, 37, 38, 47]), array([31, 25, 28, 59, 62, 45]), array([14, 52, 54, 43,  1]), array([23,  4, 30, 42, 27,  7, 20]), array([16]), array([2]), array([39])]",12343218015.472351,2025-03-28 14:54:51.651462,2025-03-28 14:54:56.756777,2025-03-28 14:55:00.699374,9.047912,5.105315,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([41]), array([27, 24, 54, 33, 45, 14]), array([46, 56, 15]), array([21, 42,  7, 61]), array([17, 12, 49, 62,  9]), array([51,  8, 47, 36, 39]), array([31,  6, 48, 10, 13]), array([23, 35, 50, 22, 58]), array([52, 18]), array([11]), array([28]), array([34]), array([20, 16, 26, 59, 29, 40, 25]), array([60]), array([ 3, 55]), array([ 2, 19, 30, 53, 44]), array([4]), array([43]), array([5]), array([1]), array([32]), array([38]), array([37]), array([57])]",40612564901.95797,2025-03-28 14:55:00.703450,2025-03-28 14:55:10.068736,2025-03-28 14:55:10.148638,9.445188,9.365286,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([56]), array([20, 52, 58, 61, 57]), array([30]), array([29]), array([40, 55,  5,  6, 43, 31, 42, 53, 32, 62]), array([45]), array([36]), array([2]), array([37]), array([ 8,  3, 60]), array([ 1, 14, 27, 11, 46, 39]), array([44]), array([19]), array([18, 25]), array([50, 49, 16, 28, 38, 24]), array([10,  4, 41, 22]), array([15]), array([59, 21]), array([ 7, 35, 23, 33]), array([48, 12, 54]), array([47, 51, 26, 17, 13]), array([34]), array([9])]",41291958123.454994,2025-03-28 14:55:10.152977,2025-03-28 14:55:18.769551,2025-03-28 14:55:19.666631,9.513654,8.616574,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([23,  5, 16, 35, 42, 29, 25, 62, 45, 54, 52, 60]), array([55, 27, 18, 31]), array([ 6, 50, 28, 30]), array([41]), array([ 8, 17, 14, 10, 33, 21, 59,  7]), array([ 4, 22, 56,  9, 34, 11, 13]), array([19]), array([26]), array([32]), array([53, 49]), array([40, 57, 44, 43, 61, 58]), array([51, 37, 15, 39]), array([48,  3, 20,  2, 36, 46, 12, 38,  1, 24]), array([47])]",10301127742.444538,2025-03-28 14:55:19.670970,2025-03-28 14:55:25.400492,2025-03-28 14:55:28.634519,8.963549,5.729522,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([47, 17, 46, 15, 45, 12, 50, 51]), array([52, 20]), array([33, 56]), array([21]), array([26, 55]), array([31, 48, 13]), array([54]), array([24]), array([23, 18,  3, 59]), array([11,  9, 35, 58,  8, 36,  5, 42,  2,  4, 10]), array([ 1, 27, 61, 19,  7, 34]), array([29]), array([57, 37, 14, 43, 22]), array([6]), array([49]), array([25, 41, 32, 62, 44, 53, 60, 40]), array([16, 39, 38, 30, 28])]",22646409480.05237,2025-03-28 14:55:28.638656,2025-03-28 14:55:30.082285,2025-03-28 14:55:37.929246,9.29059,1.443629,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([28]), array([33, 57, 58]), array([20, 18, 59, 61, 54,  8, 41]), array([15]), array([52]), array([46]), array([56]), array([55]), array([10, 35, 40, 45, 42, 24, 51, 30, 38]), array([ 3, 23, 25, 50, 34, 48, 17]), array([29]), array([49, 44,  6, 39, 13, 12,  5, 26,  4]), array([36, 32, 62, 60,  2, 47]), array([ 9, 27, 19, 43]), array([ 7, 37, 31]), array([22]), array([14]), array([11]), array([21]), array([53]), array([1]), array([16])]",36008288137.34294,2025-03-28 14:55:37.933425,2025-03-28 14:55:40.580670,2025-03-28 14:55:47.185770,9.252345,2.647245,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([29, 48, 54, 40]), array([57]), array([20]), array([12]), array([2]), array([49, 16, 14, 39]), array([26]), array([42, 22, 51]), array([15]), array([37,  1, 13]), array([50, 61, 47, 45]), array([25, 18, 56, 31, 60,  5, 10]), array([62, 43, 17, 19, 34]), array([36, 21, 23, 58, 30, 55,  7]), array([41, 11, 38]), array([6]), array([33,  8, 44, 59, 35, 28, 53]), array([ 4, 27, 32,  3, 24]), array([52]), array([46]), array([9])]",41774496748.00657,2025-03-28 14:55:47.190038,2025-03-28 14:55:56.468031,2025-03-28 14:55:56.536665,9.346627,9.277993,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([36]), array([55]), array([3]), array([38, 37, 29]), array([53]), array([50]), array([7]), array([16]), array([14, 18, 27, 17,  5]), array([62]), array([60, 59, 10]), array([2]), array([25,  9, 41]), array([21]), array([12, 13, 56]), array([ 1, 48, 40, 32, 61, 58, 11, 39, 22]), array([42, 26, 19, 31, 34, 30, 24, 51,  8, 23]), array([54]), array([47, 46, 52, 15]), array([33]), array([44, 20, 35, 57, 49,  4,  6, 43, 45, 28])]",48367192216.59143,2025-03-28 14:55:56.540976,2025-03-28 14:56:02.653660,2025-03-28 14:56:05.954465,9.413489,6.112684,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([38]), array([16, 44, 58, 23]), array([40]), array([47]), array([34, 39, 15, 21, 60, 24, 13,  2, 42, 46]), array([25]), array([35]), array([6]), array([19, 45, 37, 12, 28, 61]), array([31]), array([26, 36, 17]), array([57, 41,  8,  1, 55, 53]), array([56, 49, 33, 27, 52, 14]), array([30]), array([10]), array([18,  4]), array([22]), array([ 9, 32, 48, 62, 51, 43]), array([11, 29, 20,  5,  3, 54, 50]), array([59,  7])]",26955484387.81211,2025-03-28 14:56:05.958671,2025-03-28 14:56:10.073936,2025-03-28 14:56:15.034700,9.076029,4.115265,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([39, 31]), array([26, 28, 59, 37]), array([ 2, 32]), array([60]), array([53, 33, 56, 18]), array([49,  9, 52]), array([10, 42,  6, 11, 54]), array([ 8, 15, 21, 29, 35, 61]), array([13]), array([22, 40, 44, 50,  3, 47, 20]), array([ 4,  5, 16, 25,  1, 14]), array([38]), array([ 7, 55, 48, 43, 41]), array([58]), array([62]), array([57, 24, 27, 17, 30]), array([23, 45, 36, 12, 51, 46, 19]), array([34])]",15106729518.70542,2025-03-28 14:56:15.039009,2025-03-28 14:56:16.590548,2025-03-28 14:56:24.564429,9.52542,1.551539,取消修复动作算子-随机初始解
